DATE,TIME,OPEN,HIGH,LOW,CLOSE,Volume,OI,
13 Aug2018,00:00:00,27890.00,27990.55,27827.00,27870.65,3084760,2541480,
10 Aug2018,00:00:00,28342.95,28380.00,28150.05,28166.55,2776680,2742840,
9 Aug2018,00:00:00,28224.85,28386.00,28177.85,28351.70,2989400,2899200,
8 Aug2018,00:00:00,27975.00,28159.95,27914.65,28127.45,2991680,2722720,
7 Aug2018,00:00:00,27979.00,28010.80,27873.70,27947.90,1919200,2781720,
6 Aug2018,00:00:00,27825.60,28019.95,27825.05,27960.15,2306800,2701560,
3 Aug2018,00:00:00,27510.00,27800.00,27475.25,27776.85,2596920,2417920,
2 Aug2018,00:00:00,27510.15,27550.00,27415.30,27450.10,2849440,2104360,
1 Aug2018,00:00:00,27778.70,27843.05,27552.40,27672.20,3674040,2154240,
31 Jul2018,00:00:00,27814.85,27839.75,27725.00,27811.65,2319840,2429080,
30 Jul2018,00:00:00,27724.80,27872.05,27615.25,27854.80,2697800,2715680,
27 Jul2018,00:00:00,27503.30,27660.00,27475.00,27639.45,2290640,2533600,
26 Jul2018,00:00:00,27090.00,27407.55,27062.05,27382.75,3398200,665120,
25 Jul2018,00:00:00,27077.70,27121.10,26980.25,27057.70,2192120,1124160,
24 Jul2018,00:00:00,27053.05,27173.00,26910.50,27031.05,3064960,1549080,
23 Jul2018,00:00:00,26805.15,27098.95,26766.00,27072.90,2797680,1873160,
20 Jul2018,00:00:00,26825.05,26992.25,26763.10,26928.90,2344560,2122280,
19 Jul2018,00:00:00,26967.95,27064.05,26800.15,26841.30,3555040,2153280,
18 Jul2018,00:00:00,27149.95,27233.00,26886.00,26930.75,4431160,2179600,
17 Jul2018,00:00:00,26689.95,27113.95,26689.95,27088.05,3272200,2233520,
16 Jul2018,00:00:00,26912.70,26949.95,26705.00,26740.65,2805400,2157880,
13 Jul2018,00:00:00,27039.95,27069.90,26920.00,26962.95,2580520,2295600,
12 Jul2018,00:00:00,26879.95,27153.10,26873.05,27013.90,3802400,2377520,
11 Jul2018,00:00:00,26870.00,26888.40,26733.40,26781.45,2653600,2380360,
10 Jul2018,00:00:00,26775.05,26925.00,26756.75,26882.75,2308920,2557800,
9 Jul2018,00:00:00,26620.00,26740.05,26606.10,26713.40,2439080,2326640,
6 Jul2018,00:00:00,26427.85,26583.95,26402.15,26500.40,2310480,2109360,
5 Jul2018,00:00:00,26436.55,26596.00,26403.00,26484.50,3338040,2150840,
4 Jul2018,00:00:00,26244.95,26467.00,26121.00,26437.50,3766240,2238760,
3 Jul2018,00:00:00,26181.00,26344.50,26165.20,26254.95,3106080,2123400,
2 Jul2018,00:00:00,26349.95,26349.95,26065.35,26237.25,3215720,2018440,
29 Jun2018,00:00:00,26255.60,26437.00,26255.60,26349.65,3012560,1929640,
28 Jun2018,00:00:00,26417.60,26474.90,26141.05,26320.90,4298280,770560,
27 Jun2018,00:00:00,26593.35,26597.85,26321.00,26428.95,4321080,1199520,
26 Jun2018,00:00:00,26511.10,26709.00,26484.80,26603.65,3015840,2144200,
25 Jun2018,00:00:00,26110.80,26797.70,26110.80,26609.75,2791560,2481720,
22 Jun2018,00:00:00,26470.00,26830.00,26360.15,26788.50,3521080,2798760,
21 Jun2018,00:00:00,26677.90,26677.90,26418.10,26471.25,3567360,2631600,
20 Jun2018,00:00:00,26286.40,26622.20,26281.20,26597.50,3679200,2864840,
19 Jun2018,00:00:00,26349.95,26349.95,26205.00,26258.40,3235520,2757200,
18 Jun2018,00:00:00,26339.95,26436.50,26293.60,26386.25,2038880,2757600,
15 Jun2018,00:00:00,26545.00,26569.45,26301.00,26410.55,3537920,2676680,
14 Jun2018,00:00:00,26600.00,26647.55,26476.40,26580.90,3264360,2758840,
13 Jun2018,00:00:00,26700.05,26732.60,26573.00,26637.30,2876240,2788360,
12 Jun2018,00:00:00,26575.55,26648.00,26451.00,26616.15,3086640,2669480,
11 Jun2018,00:00:00,26449.95,26659.05,26426.20,26477.00,2932480,2585400,
8 Jun2018,00:00:00,26481.05,26488.40,26282.75,26438.00,3306160,2550120,
7 Jun2018,00:00:00,26563.00,26798.00,26505.00,26567.35,5202840,2600920,
6 Jun2018,00:00:00,26277.95,26450.00,26133.55,26391.50,4745560,2521160,
5 Jun2018,00:00:00,26140.00,26329.00,26079.05,26257.45,4006640,2480520,
4 Jun2018,00:00:00,26890.00,26899.00,26136.10,26190.10,4811960,2608360,
1 Jun2018,00:00:00,26726.00,26887.00,26620.00,26669.25,4104680,2711760,
31 May2018,00:00:00,26510.15,27058.20,26338.00,26932.95,4918880,956640,
30 May2018,00:00:00,25981.55,26356.75,25921.05,26250.75,4768480,1418880,
29 May2018,00:00:00,26490.05,26509.80,26143.80,26183.75,3384800,2006320,
28 May2018,00:00:00,26240.00,26635.55,26239.95,26542.10,2528360,2590880,
25 May2018,00:00:00,25968.95,26292.90,25951.20,26242.35,2797560,2812320,
24 May2018,00:00:00,25640.00,25969.95,25601.15,25915.70,3344920,3086880,
23 May2018,00:00:00,25770.00,25840.00,25550.00,25601.05,3101080,3118680,
22 May2018,00:00:00,25775.90,25958.65,25740.05,25817.20,2938280,2907760,
21 May2018,00:00:00,25952.10,26070.00,25722.45,25801.95,2980040,2980520,
18 May2018,00:00:00,26033.35,26048.00,25810.10,25878.10,2545320,2930160,
17 May2018,00:00:00,26260.00,26284.85,26023.00,26072.15,2944120,3105400,
16 May2018,00:00:00,26319.40,26462.40,26136.75,26218.05,4346000,3063560,
15 May2018,00:00:00,26470.00,26926.65,26380.00,26512.25,5012720,3271640,
14 May2018,00:00:00,26411.95,26565.00,26322.70,26453.90,2286320,3195400,
11 May2018,00:00:00,26115.00,26429.90,26060.35,26400.35,2786160,3254040,
10 May2018,00:00:00,26133.05,26220.00,26031.00,26072.90,2618720,3067240,
9 May2018,00:00:00,25967.85,26186.60,25956.30,26128.45,2468920,3305600,
8 May2018,00:00:00,26035.00,26070.00,25933.00,26043.00,2821320,3194520,
7 May2018,00:00:00,25760.00,25900.00,25737.10,25846.35,2118960,2798160,
4 May2018,00:00:00,25679.25,25737.95,25602.00,25701.15,2230560,2460120,
3 May2018,00:00:00,25611.05,25753.70,25523.00,25711.75,2786160,2461400,
2 May2018,00:00:00,25675.00,25744.00,25561.00,25643.70,2887000,2424960,
30 Apr2018,00:00:00,25401.00,25678.00,25401.00,25635.85,2079280,2390600,
27 Apr2018,00:00:00,25040.65,25477.85,25035.10,25445.20,3641440,2475760,
26 Apr2018,00:00:00,24801.05,25021.05,24753.25,24990.30,3548640,443880,
25 Apr2018,00:00:00,24949.80,24975.80,24705.00,24779.95,3276280,1231240,
24 Apr2018,00:00:00,24963.00,25085.95,24904.60,25013.85,2735680,1569320,
23 Apr2018,00:00:00,25135.00,25148.15,24811.70,24947.20,2873680,1839480,
20 Apr2018,00:00:00,25111.05,25111.05,24862.55,25006.10,3301080,1837040,
19 Apr2018,00:00:00,25199.90,25199.90,25041.45,25148.40,2947800,1826600,
18 Apr2018,00:00:00,25410.10,25448.50,25080.00,25124.85,3629760,1815880,
17 Apr2018,00:00:00,25385.05,25422.00,25210.00,25334.50,3059320,1907680,
16 Apr2018,00:00:00,25098.60,25347.90,25050.20,25330.60,2914760,1815400,
13 Apr2018,00:00:00,25249.65,25394.95,25075.00,25219.10,4070520,1748320,
12 Apr2018,00:00:00,25099.65,25230.00,24956.05,25184.30,3520080,1832840,
11 Apr2018,00:00:00,25201.20,25209.70,24933.85,25096.90,3549720,1748920,
10 Apr2018,00:00:00,25149.00,25258.40,25102.00,25203.50,3285400,1795680,
9 Apr2018,00:00:00,24860.00,25164.00,24860.00,25091.65,3492640,1571400,
6 Apr2018,00:00:00,24820.10,24974.00,24675.35,24906.15,3489000,1599240,
5 Apr2018,00:00:00,24422.00,24878.40,24410.00,24808.90,4874640,1637960,
4 Apr2018,00:00:00,24621.75,24699.00,24115.75,24148.60,5023960,1867600,
3 Apr2018,00:00:00,24380.00,24621.75,24355.00,24598.25,2812400,1616520,
2 Apr2018,00:00:00,24355.50,24465.00,24155.00,24431.25,3083520,1596480,
28 Mar2018,00:00:00,24300.00,24375.00,24226.00,24274.90,3462360,534320,
27 Mar2018,00:00:00,24424.00,24518.60,24280.25,24400.20,4705280,1021960,
26 Mar2018,00:00:00,23670.00,24320.00,23668.45,24280.85,4238360,1627680,
23 Mar2018,00:00:00,23832.00,23860.00,23631.20,23710.15,4026840,1890800,
22 Mar2018,00:00:00,24352.35,24368.55,24110.10,24171.70,3940440,1987640,
21 Mar2018,00:00:00,24375.05,24528.00,24251.00,24325.85,4045360,1857720,
20 Mar2018,00:00:00,24210.00,24430.00,24135.30,24224.50,4144400,1936560,
19 Mar2018,00:00:00,24630.00,24670.00,24256.55,24336.90,4268280,2047320,
16 Mar2018,00:00:00,24750.85,24869.90,24566.00,24607.50,4492720,1958200,
15 Mar2018,00:00:00,24922.05,25007.95,24791.00,24843.05,4277040,1750680,
14 Mar2018,00:00:00,24690.00,24970.00,24551.10,24933.25,4859960,1838440,
13 Mar2018,00:00:00,24710.00,25090.00,24636.00,24816.10,6140000,1732840,
12 Mar2018,00:00:00,24505.65,24798.00,24402.00,24747.75,3939040,1821240,
9 Mar2018,00:00:00,24549.80,24580.00,24285.15,24313.25,3822080,1746240,
8 Mar2018,00:00:00,24364.00,24570.00,24085.70,24508.05,5489960,1756000,
7 Mar2018,00:00:00,24370.00,24439.00,24160.60,24214.20,4922120,1815760,
6 Mar2018,00:00:00,24990.00,25085.00,24412.00,24504.15,4845920,1851680,
5 Mar2018,00:00:00,24749.65,24905.00,24683.10,24866.35,3643480,1713200,
1 Mar2018,00:00:00,25069.40,25280.00,24870.00,24938.45,4092200,1710760,
28 Feb2018,00:00:00,24600.00,25270.00,24600.00,25170.05,4483880,1749200,
27 Feb2018,00:00:00,25700.00,25780.00,25385.00,25412.10,3688760,1724600,
26 Feb2018,00:00:00,25530.00,25777.95,25452.00,25739.15,2788000,1817880,
23 Feb2018,00:00:00,25002.00,25409.95,24950.00,25381.55,3379680,1773640,
22 Feb2018,00:00:00,24785.00,24956.95,24752.80,24936.00,3558960,913720,
21 Feb2018,00:00:00,24980.00,25010.50,24776.10,24928.80,3161720,1679960,
20 Feb2018,00:00:00,25061.10,25149.80,24811.80,24859.55,4094880,2123000,
19 Feb2018,00:00:00,25300.05,25323.95,24840.15,25057.50,4460320,2126640,
16 Feb2018,00:00:00,25475.10,25590.00,25128.60,25192.20,3808680,2342720,
15 Feb2018,00:00:00,25325.00,25613.00,25281.20,25419.00,4177960,2238960,
14 Feb2018,00:00:00,25760.00,25830.00,25250.00,25357.50,3645360,2250080,
12 Feb2018,00:00:00,25602.50,25759.40,25530.00,25706.45,2471480,1986040,
9 Feb2018,00:00:00,25510.15,25650.00,25356.00,25513.30,4089400,1983640,
8 Feb2018,00:00:00,25741.00,26148.00,25622.05,25941.85,4279160,2049600,
7 Feb2018,00:00:00,26111.35,26111.35,25572.00,25663.50,4066040,2110520,
6 Feb2018,00:00:00,25201.10,26213.05,25000.00,25848.60,7049120,1952800,
5 Feb2018,00:00:00,26094.95,26317.35,25903.30,26196.00,3239080,1983560,
2 Feb2018,00:00:00,26994.95,26994.95,26425.50,26504.65,4365080,1939600,
1 Feb2018,00:00:00,27430.35,27661.00,27078.60,27233.20,5949960,2090240,
31 Jan2018,00:00:00,27222.00,27582.50,27210.35,27465.60,2841280,2084680,
30 Jan2018,00:00:00,27451.05,27479.85,27312.20,27358.70,2201680,2166440,
29 Jan2018,00:00:00,27382.00,27639.65,27382.00,27509.30,2240760,2284160,
25 Jan2018,00:00:00,27474.65,27512.50,27126.30,27440.45,4229560,945520,
24 Jan2018,00:00:00,27310.05,27474.70,27219.20,27426.75,3365120,1745640,
23 Jan2018,00:00:00,27044.40,27415.00,27030.00,27386.00,2771720,2127320,
22 Jan2018,00:00:00,26889.90,27045.40,26801.70,27015.50,2258360,2317800,
19 Jan2018,00:00:00,26551.05,26947.75,26429.95,26896.05,4192360,2400640,
18 Jan2018,00:00:00,26610.25,26767.95,26385.00,26499.40,5271520,2308440,
17 Jan2018,00:00:00,25989.95,26313.00,25912.00,26289.95,3331240,2322400,
16 Jan2018,00:00:00,26121.00,26121.00,25937.05,25981.35,2361760,2215480,
15 Jan2018,00:00:00,25774.75,26063.55,25762.45,26044.75,3166520,2413760,
12 Jan2018,00:00:00,25710.00,25764.75,25568.00,25743.40,2945680,2039360,
11 Jan2018,00:00:00,25602.40,25706.95,25550.00,25668.45,2376120,1824720,
10 Jan2018,00:00:00,25696.20,25714.80,25565.65,25625.65,1972320,1855280,
9 Jan2018,00:00:00,25750.00,25769.25,25641.05,25709.50,1587680,2024600,
8 Jan2018,00:00:00,25699.85,25779.90,25685.10,25724.65,1679480,1946360,
5 Jan2018,00:00:00,25534.00,25668.30,25520.65,25636.50,2078600,1650200,
4 Jan2018,00:00:00,25394.75,25524.00,25379.55,25496.40,2543600,1527120,
3 Jan2018,00:00:00,25440.00,25499.00,25370.00,25386.80,2152600,1543200,
2 Jan2018,00:00:00,25490.00,25491.95,25287.55,25393.45,2623000,1349840,
1 Jan2018,00:00:00,25570.00,25622.00,25411.80,25447.05,1486760,1311320,
29 Dec2017,00:00:00,25538.00,25598.20,25484.45,25570.05,1770760,1249560,
28 Dec2017,00:00:00,25475.35,25538.10,25404.40,25493.40,2998160,438400,
27 Dec2017,00:00:00,25670.00,25755.00,25443.00,25496.35,2818600,1030200,
26 Dec2017,00:00:00,25652.00,25706.80,25593.70,25673.80,1350440,1282800,
22 Dec2017,00:00:00,25655.00,25720.00,25601.00,25666.40,1632480,1324400,
21 Dec2017,00:00:00,25655.35,25695.00,25555.15,25621.35,1705560,1331120,
20 Dec2017,00:00:00,25739.90,25795.70,25631.70,25662.95,2251120,1386600,
19 Dec2017,00:00:00,25680.10,25740.40,25615.35,25707.85,1822520,1472480,
18 Dec2017,00:00:00,25111.05,25773.00,24000.00,25610.70,6448480,1453240,
15 Dec2017,00:00:00,25549.60,25590.00,25439.15,25510.25,3034600,1672400,
14 Dec2017,00:00:00,25072.35,25244.20,24944.05,25213.05,3459080,2008400,
13 Dec2017,00:00:00,25140.00,25348.00,24962.10,25038.20,4022360,2208200,
12 Dec2017,00:00:00,25399.00,25399.00,25160.45,25178.20,2671640,2207400,
11 Dec2017,00:00:00,25450.90,25488.00,25364.60,25422.45,1616560,1950800,
8 Dec2017,00:00:00,25242.35,25389.85,25232.35,25364.50,2534680,1920080,
7 Dec2017,00:00:00,25001.25,25209.00,24940.35,25172.00,2927040,2184480,
6 Dec2017,00:00:00,25240.00,25240.00,24885.90,24927.40,3434040,2151320,
5 Dec2017,00:00:00,25297.00,25297.00,24980.20,25225.00,3221120,1851280,
4 Dec2017,00:00:00,25300.00,25374.00,25086.00,25185.85,2187600,1791520,
1 Dec2017,00:00:00,25510.00,25540.00,25211.30,25259.65,2924200,1595120,
30 Nov2017,00:00:00,25875.00,25875.00,25273.05,25332.10,4182960,1198920,
29 Nov2017,00:00:00,25840.00,25913.10,25781.25,25815.50,1851960,1714640,
28 Nov2017,00:00:00,25862.00,25988.90,25816.65,25876.00,2058880,2015360,
27 Nov2017,00:00:00,25774.40,25969.95,25710.00,25938.80,2167480,2275640,
24 Nov2017,00:00:00,25781.00,25885.65,25770.05,25842.45,1581440,2447000,
23 Nov2017,00:00:00,25820.00,25835.10,25652.05,25778.70,2601640,2378840,
22 Nov2017,00:00:00,25864.95,25873.95,25705.00,25792.50,2130080,2339520,
21 Nov2017,00:00:00,26200.00,26200.00,25785.00,25818.70,2067240,2396000,
20 Nov2017,00:00:00,25825.00,25867.00,25745.15,25831.85,1400560,2402200,
17 Nov2017,00:00:00,25800.00,25974.65,25752.20,25818.75,3560160,2377640,
16 Nov2017,00:00:00,25360.15,25550.50,25351.40,25515.85,2359680,2239800,
15 Nov2017,00:00:00,25345.00,25409.35,25260.00,25318.15,2707640,2289000,
14 Nov2017,00:00:00,25380.25,25523.55,25320.20,25401.00,2371120,2323600,
13 Nov2017,00:00:00,25535.10,25604.80,25442.00,25463.20,1996640,2373200,
10 Nov2017,00:00:00,25447.00,25667.60,25330.25,25495.15,3693200,2367200,
9 Nov2017,00:00:00,25362.35,25473.25,25256.55,25419.40,2831160,2280520,
8 Nov2017,00:00:00,25427.85,25519.95,25237.00,25298.95,3249680,2273200,
7 Nov2017,00:00:00,25650.05,25690.15,25337.00,25396.65,3644720,2248640,
6 Nov2017,00:00:00,25556.50,25715.00,25556.50,25618.70,1835360,2281720,
3 Nov2017,00:00:00,25550.00,25688.85,25427.20,25668.65,2344840,2140760,
2 Nov2017,00:00:00,25507.95,25610.00,25413.00,25468.50,2536600,2008120,
1 Nov2017,00:00:00,25225.00,25573.40,25193.05,25530.25,2987960,2059280,
31 Oct2017,00:00:00,25112.05,25112.05,24963.00,25057.45,1723840,1703920,
30 Oct2017,00:00:00,24975.50,25125.00,24935.65,25066.35,1498520,1740960,
27 Oct2017,00:00:00,24966.10,25085.00,24920.05,24981.25,2180600,1682960,
26 Oct2017,00:00:00,24945.00,25138.90,24866.65,25035.05,3620880,794240,
25 Oct2017,00:00:00,24701.15,25111.00,24548.05,24981.20,6564560,1370800,
24 Oct2017,00:00:00,24126.00,24306.95,24032.70,24237.55,3017080,1672640,
23 Oct2017,00:00:00,24000.00,24170.00,23902.00,24123.35,3182040,1711560,
19 Oct2017,00:00:00,24290.00,24319.95,23886.10,23972.50,1154520,2001640,
18 Oct2017,00:00:00,24553.35,24553.35,24302.25,24364.35,3413800,1946480,
17 Oct2017,00:00:00,24740.25,24824.00,24580.50,24655.00,2306360,2104840,
16 Oct2017,00:00:00,24838.10,24891.55,24520.20,24743.25,3321640,2146640,
13 Oct2017,00:00:00,24420.00,24798.00,24406.00,24732.00,3761560,2286800,
12 Oct2017,00:00:00,24170.00,24419.00,24005.00,24385.15,3524560,2273920,
11 Oct2017,00:00:00,24420.00,24478.90,24080.00,24111.55,4050040,2515200,
10 Oct2017,00:00:00,24340.00,24390.00,24310.00,24374.15,1519000,2193880,
9 Oct2017,00:00:00,24176.05,24347.00,24176.05,24306.35,2101280,2162640,
6 Oct2017,00:00:00,24135.70,24290.00,24135.70,24228.05,2281080,2124040,
5 Oct2017,00:00:00,24146.05,24236.65,24016.00,24107.25,2183880,2272360,
4 Oct2017,00:00:00,24160.00,24260.00,24066.00,24145.40,3117040,2323320,
3 Oct2017,00:00:00,24580.00,24580.00,24003.00,24111.80,2336720,2337760,
29 Sep2017,00:00:00,24135.70,24267.00,24016.00,24066.45,2553840,2297600,
28 Sep2017,00:00:00,23929.45,24025.00,23609.10,23967.65,5870720,1209240,
27 Sep2017,00:00:00,24308.00,24342.80,23776.50,23830.40,4131280,1493240,
26 Sep2017,00:00:00,24159.00,24290.00,24060.00,24210.95,2610720,1820160,
25 Sep2017,00:00:00,24418.50,24458.00,23915.50,24199.05,2978480,1807000,
22 Sep2017,00:00:00,24725.00,24765.00,24403.40,24426.35,3614600,1978200,
21 Sep2017,00:00:00,24997.90,25015.00,24717.60,24840.55,3248360,2257320,
20 Sep2017,00:00:00,25005.00,25080.35,24985.05,25023.60,1609680,2302800,
19 Sep2017,00:00:00,25052.00,25084.10,24996.60,25060.50,1524760,2406320,
18 Sep2017,00:00:00,24960.35,25104.85,24947.50,25056.90,1692520,2486320,
15 Sep2017,00:00:00,24850.00,24917.20,24822.70,24853.00,1973080,2402320,
14 Sep2017,00:00:00,24850.00,24962.95,24816.50,24928.55,2447080,2416280,
13 Sep2017,00:00:00,24780.35,24937.00,24734.50,24821.85,2624880,2388280,
12 Sep2017,00:00:00,24750.00,24805.00,24665.40,24782.75,2144520,2516520,
11 Sep2017,00:00:00,24499.80,24719.00,24461.00,24659.90,3196680,2344560,
8 Sep2017,00:00:00,24427.00,24430.00,24266.15,24374.60,2346960,1888280,
7 Sep2017,00:00:00,24360.00,24444.90,24306.00,24354.25,2220000,1885360,
6 Sep2017,00:00:00,24252.00,24350.00,24197.45,24306.75,2501440,1781120,
5 Sep2017,00:00:00,24312.00,24428.00,24287.00,24388.10,2026120,1869720,
4 Sep2017,00:00:00,24461.90,24473.00,24207.30,24289.65,2582600,1875440,
1 Sep2017,00:00:00,24354.00,24528.00,24307.35,24483.45,2227320,1869280,
31 Aug2017,00:00:00,24310.00,24325.80,24183.25,24313.60,2818480,780600,
30 Aug2017,00:00:00,24253.00,24383.60,24218.10,24305.05,2571280,1279280,
29 Aug2017,00:00:00,24258.00,24297.25,24083.10,24107.10,3090480,1470920,
28 Aug2017,00:00:00,24381.00,24455.00,24328.00,24377.05,1965720,1426920,
24 Aug2017,00:00:00,24347.00,24400.00,24233.00,24330.30,2777360,1572040,
23 Aug2017,00:00:00,24144.90,24364.70,24110.00,24328.90,4196800,1825400,
22 Aug2017,00:00:00,24080.00,24152.80,23882.10,24042.90,3619160,2126640,
21 Aug2017,00:00:00,24137.85,24264.00,23935.00,23979.65,2830000,2159960,
18 Aug2017,00:00:00,24151.55,24179.90,23933.05,24097.00,3119640,1998160,
17 Aug2017,00:00:00,24512.25,24520.00,24143.70,24262.15,3916720,1900160,
16 Aug2017,00:00:00,24241.00,24497.65,23990.00,24475.10,4846440,2000440,
14 Aug2017,00:00:00,24160.00,24288.65,24125.15,24207.20,2244600,1979400,
11 Aug2017,00:00:00,24300.00,24880.45,23956.10,24085.60,4288000,2021200,
10 Aug2017,00:00:00,24398.00,24441.20,24180.00,24306.30,4443840,2106720,
9 Aug2017,00:00:00,24525.50,24634.90,24430.00,24473.40,3278760,2342400,
8 Aug2017,00:00:00,25009.90,25019.80,24577.30,24693.40,4292280,2474440,
7 Aug2017,00:00:00,24940.00,25061.00,24921.10,24998.05,1642840,2248000,
4 Aug2017,00:00:00,24769.00,24995.00,24698.90,24951.15,3151400,2202280,
3 Aug2017,00:00:00,25060.55,25060.55,24726.35,24807.00,4361440,2317280,
2 Aug2017,00:00:00,25229.00,25260.00,25030.00,25133.85,3227120,2559000,
1 Aug2017,00:00:00,25157.95,25224.00,25113.05,25195.35,2147080,2483440,
31 Jul2017,00:00:00,24985.00,25150.90,24897.25,25135.05,2356800,2518000,
28 Jul2017,00:00:00,24870.00,24962.10,24810.00,24934.25,2762360,2372800,
27 Jul2017,00:00:00,24785.15,25037.50,24740.05,24938.20,4671320,800240,
26 Jul2017,00:00:00,24527.05,24718.00,24491.75,24686.20,2417400,2101440,
25 Jul2017,00:00:00,24575.00,24575.00,24443.65,24523.55,2101440,2267760,
24 Jul2017,00:00:00,24249.90,24414.00,24220.00,24371.95,2445760,2410720,
21 Jul2017,00:00:00,24260.00,24294.95,24062.20,24247.60,2803600,2517560,
20 Jul2017,00:00:00,24222.00,24289.00,24181.45,24235.15,2591400,2734800,
19 Jul2017,00:00:00,24085.00,24227.05,24051.00,24208.45,2028920,2728760,
18 Jul2017,00:00:00,23953.00,24184.90,23950.05,24058.20,2894800,2698920,
17 Jul2017,00:00:00,24025.00,24050.00,23927.10,24026.65,2008000,2594760,
14 Jul2017,00:00:00,23901.10,24004.00,23785.00,23977.40,2709120,2586720,
13 Jul2017,00:00:00,23826.00,23927.00,23810.10,23879.40,3035760,2574960,
12 Jul2017,00:00:00,23625.05,23747.90,23553.35,23721.25,2396240,2596360,
11 Jul2017,00:00:00,23713.00,23759.00,23599.70,23617.35,2380880,2599360,
10 Jul2017,00:00:00,23530.00,23723.00,23475.00,23663.05,2024040,2682720,
7 Jul2017,00:00:00,23449.00,23508.50,23405.50,23458.95,1379400,2600560,
6 Jul2017,00:00:00,23419.80,23570.00,23410.00,23480.75,2504880,2577320,
5 Jul2017,00:00:00,23251.05,23425.00,23226.30,23400.55,2435560,2454880,
4 Jul2017,00:00:00,23365.00,23365.00,23152.20,23256.05,2463480,2408360,
3 Jul2017,00:00:00,23250.00,23368.00,23133.35,23311.90,2572920,2337320,
30 Jun2017,00:00:00,23149.55,23226.90,23007.05,23201.20,2492440,2410680,
29 Jun2017,00:00:00,23298.00,23478.20,23114.55,23218.90,4454960,1055400,
28 Jun2017,00:00:00,23175.00,23295.95,23066.00,23240.10,3116360,1420840,
27 Jun2017,00:00:00,23601.05,23625.00,23041.35,23229.05,3989720,1998000,
23 Jun2017,00:00:00,23750.00,23750.00,23522.85,23546.15,2542200,2214800,
22 Jun2017,00:00:00,23702.05,23891.00,23694.00,23728.90,2892440,2299800,
21 Jun2017,00:00:00,23640.00,23749.70,23609.70,23693.65,1772840,2332120,
20 Jun2017,00:00:00,23690.55,23754.35,23660.15,23692.50,1563320,2419240,
19 Jun2017,00:00:00,23502.65,23783.65,23486.55,23699.70,2387680,2438440,
16 Jun2017,00:00:00,23424.95,23479.95,23379.70,23460.15,1701680,2511920,
15 Jun2017,00:00:00,23460.00,23460.00,23308.05,23387.25,2387960,2604040,
14 Jun2017,00:00:00,23511.00,23525.00,23361.85,23486.40,2017640,2616280,
13 Jun2017,00:00:00,23461.00,23559.65,23425.00,23449.00,1749560,2719920,
12 Jun2017,00:00:00,23549.25,23594.80,23415.95,23454.85,2090640,2742440,
9 Jun2017,00:00:00,23520.00,23660.00,23475.35,23639.65,2206560,2802560,
8 Jun2017,00:00:00,23650.00,23650.00,23524.00,23539.30,2010680,2815800,
7 Jun2017,00:00:00,23458.95,23608.20,23404.00,23559.65,2447800,2932400,
6 Jun2017,00:00:00,23548.00,23778.50,23372.20,23432.65,1676000,2934720,
5 Jun2017,00:00:00,23315.05,23448.70,23292.00,23425.10,1546680,3172760,
2 Jun2017,00:00:00,23389.50,23399.00,23280.00,23341.75,1911240,3148480,
1 Jun2017,00:00:00,23300.25,23341.60,23185.10,23292.05,2599160,3115480,
31 May2017,00:00:00,23255.00,23342.30,23180.00,23321.75,2441720,3205280,
30 May2017,00:00:00,23102.05,23273.75,23050.55,23251.50,2099560,3180600,
29 May2017,00:00:00,23220.05,23380.00,23102.00,23135.95,2945800,3119440,
26 May2017,00:00:00,23020.00,23320.00,23000.00,23256.95,2898920,3167080,
25 May2017,00:00:00,22531.15,23238.00,22517.85,23195.35,5637280,2077600,
24 May2017,00:00:00,22630.05,22659.60,22460.00,22533.25,2782160,2372520,
23 May2017,00:00:00,22695.00,22740.00,22500.00,22574.70,3630440,2725720,
22 May2017,00:00:00,22920.00,22920.00,22657.20,22677.50,2440480,3076640,
19 May2017,00:00:00,22775.35,22899.00,22640.00,22798.35,3897240,3311480,
18 May2017,00:00:00,22765.00,22839.00,22676.45,22708.30,2796720,3507560,
17 May2017,00:00:00,22912.75,22959.95,22856.00,22930.90,1841920,3605040,
16 May2017,00:00:00,22825.05,22954.35,22751.55,22941.05,2684680,3609160,
15 May2017,00:00:00,22741.05,22856.40,22722.20,22827.35,1979120,3563480,
12 May2017,00:00:00,22847.00,22847.00,22582.30,22669.35,2816680,3583440,
11 May2017,00:00:00,22900.10,22985.80,22802.35,22842.15,2488880,3722480,
10 May2017,00:00:00,22800.00,22878.50,22770.30,22860.90,2120840,3771120,
9 May2017,00:00:00,22750.55,22830.00,22691.40,22762.85,1939520,3590080,
8 May2017,00:00:00,22709.95,22838.35,22642.25,22785.35,2008240,3644520,
5 May2017,00:00:00,22799.50,22818.00,22555.00,22652.35,3563920,3490560,
4 May2017,00:00:00,22618.00,22768.25,22460.00,22730.15,3824080,3624920,
3 May2017,00:00:00,22487.80,22487.80,22301.20,22348.30,2071520,3198640,
2 May2017,00:00:00,22369.95,22485.30,22291.90,22394.35,2478880,3374880,
28 Apr2017,00:00:00,22275.00,22391.90,22203.80,22366.40,2429240,3511840,
27 Apr2017,00:00:00,22245.95,22374.90,22163.25,22329.50,3182920,1029800,
26 Apr2017,00:00:00,22050.15,22244.00,22027.55,22210.60,3364160,1806840,
25 Apr2017,00:00:00,21965.00,22023.85,21860.10,21995.00,2741120,2542720,
